id,text,label
367,"English clubs make Euro history  All four of England's Champions League representatives have reached the knockout stages for the first time.  Arsenal and Chelsea are seeded as group winners, while runners-up Manchester United and Liverpool are not. Rules stipulate that teams from the same country or group will be kept apart in the draw on 17 December. The favourites are Chelsea and Barcelona, and Real Madrid, the two Milan sides, Juventus and Bayern Munich are among the 16 still in the hat.  Steven Gerrard's last-gasp wonder-strike secured qualification for  against Olympiakos on Wednesday evening.  AC Milan, Bayer Leverkusen, Internazionale, Juventus, Lyon.  who had already qualified, fielded a second-string side and went down 3-0 to Fenerbahce.  AC Milan, Bayer Leverkusen, Internazionale, Juventus, Monaco.  On Tuesday,  finished top of their group with a 5-1 win over the Rosenborg after drawing four of their first five matches.  Barcelona, Bayern Munich, Porto, Real Madrid, Werder Bremen  , who had already qualified lost 2-1 to Porto as Jose Mourinho made an unhappy return to his former club.  Barcelona, Bayern Munich, PSV Eindhoven, Real Madrid, Werder Bremen.",2
564,"Saint-Andre anger at absent stars  Sale Sharks director of rugby Philippe Saint-Andre has re-opened rugby's club-versus-country debate.  Sale host Bath in the Powergen Cup on Friday, but the Frenchman has endured a ""difficult week"" with six players away on England's Six Nations training camp. ""It's an important game but we've just the one full session. It's the same for everyone but we need to manage it. ""If five players or more are picked for your country they should move the date of the game,"" he told BBC Sport. Unless the authorities agree to make changes, Saint-Andre believes England's national team will suffer as clubs opt to sign foreigners and retired internationals. ""That's not good for the politics of the English team or for English rugby,"" he argues. It is an issue he has taken up before, most notably during the autumn internationals when Sale lost all three Zurich Premiership matches they played.  Now he fears it could derail the club's hopes of cup silverware after eight players, including captain Jason Robinson and fly-half Charlie Hodgson, were away with their countries. ""We're in the quarter-finals, it's always better to play at home than away and it's a great opportunity,"" he added. ""But we have to be careful. Bath have just been knocked out of Europe and will make it a tough game. It also comes at the end of a very, very difficult week. ""Sebastien Bruno's been with France, Jason White with Scotland and there are six with England, that's eight players plus injuries - 13 players out of a squad of 31. ""We'll have just one session together and will have to do our best to make that a good one on Thursday afternoon.""  Gloucester have also been caught in a club-versus-country conflict after England sought a second medical opinion on James Simpson-Daniel's fitness. The winger is carrying a shoulder injury and the national team management believe he requires time on the sidelines. As a result he misses the Cherry and White's quarter-final at home to Bristol. ""Under the Elite Player Squad agreement, England wanted a second opinion, which they can do,"" director of rugby Nigel Melville told the Gloucester Citizen.  ""They obviously want him for international rugby and we want him for club rugby in what is a very important game for us. There is a conflict of interests. ""The surgeon who carried out his operation said he was fine for us but England say he is still vulnerable to be damaged again and want him on a full rehab programme."" Simpson-Daniel added: ""I've said to Nigel I want to be back playing and that means if everything goes well this week, I can target the Worcester game (on 29 January) for a return.""",0
60,"Johnson edges out rival Sotherton  Jade Johnson edged out rival Kelly Sotherton with her last effort to claim the AAAs long jump title at the Norwich Union European Indoor trials.  Olympic heptathlon bronze medallist, Sotherton, led the event with her first leap of 6.43m - a personal best. But Johnson, who has not competed indoors for five years, leapt to a life-time best of 6.50m in her last jump, after four fouls. Both Johnson and Sotherton passed the European Championships qualifying mark. Although Sotherton's main aim in Madrid next month will be the pentathlon where she will take on Olympic heptathlon champion Carolina Kluft. Ireland's  delivered a shock in the men's 200m as he stormed to his first major title in 21.01 seconds. British favourite Chris Lambert had to settle for second place while defending champion Ireland's Paul Brizzel took third. There was some consolation for Lambert as he set a personal best of 20.94 in the first round - good enough to qualify for Europe.  Two-time AAAs champion Allyn Condon and Ian Mackie had no such luck as they were disqualified in the heats. There was plenty of hot action in the men's 60m hurdles where Scotland's  was vying for top spot with Olympian Andy Turner. Scott, 22, smashed his personal best on the way to the final, where he broke it again to win the AAAs title in 7.58 seconds. Turner finished second in 7.82 after previously setting a personal best on the 7.83 in the semi-finals, while Damien Greaves did not finish the final. The trio of athletes have reached the European qualifying mark this season though one of them is set to miss out on a call-up to the British squad.  comfortably defended her 3,000m title, clocking eight minutes, 49.87 seconds to easily surpass the European qualifying mark. The European cross country bronze medallist is ranked number one in Europe this season and will go to Madrid with high hopes. Helen Clitheroe was agonisingly close to the 9:05.00 qualifying mark as she claimed the runners-up spot in a personal best of 9:05.73. In the men's 800m heats,  qualified fastest in the 800m heats to lay down a challenge to in-form  . The Welsh runner attacked the last 200m to come through ahead of James Thie in one minute, 49.87 seconds. McIlroy, who is third in the European rankings, eased across the finish in 1:50.87 to set up a showdown in Sunday's final in Sheffield. Both Watkins and McIlroy have already achieved the European qualifying mark. Scotland's Susan Deacon stole  's thunder in the final of the women's 200m. Fraser became the fastest British woman over the distance this season when she qualified for the final in 23.68 seconds - though that time is outside the European standard. But Deacon claimed her first AAAs title over the distance, edging Fraser into second in 23.67. In the women's shot put veteran  claimed her fourth AAAs title with a throw of 15.27m. But that mark was not good enough for the 39-year-old to book her place at next month's European Indoor Championships in Madrid. Sotherton finished fifth after producing two throws of 13.77m. In the absence of injured British number one Carl Myerscough,  claimed the men's shot put title with a throw of 17.64m, which was below the qualifying mark.  Sale's Robert Mitchell climbed to a season's best of 2.20m - just 3cm short of the European standard - to claim the British indoor high jump title.  could only clear 2.16m to finish in fourth but the 27-year-old's disappointment will be tempered as he had already achieved the qualifying mark at a meeting in Slovenia on Tuesday. There was bad luck for British number one  in the pole vault as he failed to clear the bar after deciding to come in at 5.45m. The AAAs indoor title went instead to Ashley Swain, who climbed to a season's best of 5.25m And Ireland's Taniesha Scanlon set a new national record of 13.28m in the women's triple jump.",4
247,"Sociedad set to rescue Mladenovic  Rangers are set to loan out-of-favour midfielder Dragan Mladenovic to Real Sociedad, despite the closure of the January transfer window.  Sociedad have been given special permission by the Spanish FA to sign a player due to an injury crisis. Mladenovic will effectively replace former Rangers midfielder Mikel Arteta, who has been loaned to Everton. Sociedad say they will pay Rangers Â£150,000, with an option to buy the Serbia & Montenegro international. Mladenovic's loan move is subject to him passing a medical. The 28-year-old, who joined Rangers from Red Star Belgrade for Â£1.2m in the close season, is expected in San Sebastian later this week following his national side's game against Bulgaria. Sociedad are in 15th place in the 20-strong Primera Liga, just two points above the relegation zone. Special permission from the Spanish FA came after an injury to central defender Igor Jauregi. The versatile Mladenovic can also play in the back four. His agent said last month that Rangers had told him to find the player a new club. Mladenovic's time at Ibrox has been plagued with injury and he has made just six starts in six months with the Glasgow club.",2
437,"No lack of Christmas spirit  It's that time of year when footballers and managers brace themselves for what I think is the most important period of the entire season.  I was thinking to myself last week that the last time I had a Christmas off was 39 years ago. I have never been out of work at Christmas as a player or manager since I was 17 when our youth team coach at Chesterfield, a chap called Reg Wright, gave us Christmans off. But only because there were no games. I think things have changed dramatically over the years in terms of discipline and looking after themselves. Players take a lot more responsibility these days, in particular the older ones - I'm talking about those 32 and over, here. They've changed their whole outlook in order to continue playing at this level. Managers as well need to trust players more than we have in the past. In my squad I haven't got anyone I have to warn regarding excess and over-eating, which is a massive bonus.  Over the years, there have been some players in the squad who you would never know if they were going to turn up for training smelling of booze. As per usual, we will be training on Christmas Day, prior to our Boxing Day trip to Coventry. But there are times when you can do too much over Christmas, having the players in for training and then leaving for the game. I'll try and strike a balance and after we've trained in the morning, the players can go home for a few hours and we'll leave for Coventry about 7pm. I allow the players to have a pre-Christmas night out. They came to me in November and asked if they could have a night out in Leeds and I said 'no'. I also said 'no' to Manchester, Sheffield and Nottingham and eventually let them go to Dublin after we played at Millwall. I send a minder with them to look after them, not because I don't trust them.  The problem is that nowadays, footballers are big news and you never know when somebody is going to step out with a mobile phone and take pictures of them. You have to trust your players to behave themselves, but unfortunately you can't govern for other people's behaviour. There is always an idiot out there who wants to get himself a bit notoriety or his name in the local paper by picking a fight and taking a pop at a professional footballer. I also know that last year one newspaper asked certain young ladies to find out when and where players were holding their Christmas parties in the hope of getting embarrassing photos. I tried to behave myself as a player and I remember when I was at Scunthorpe, going to bed at 10pm on New Year's Eve as we had a game on New Year's Day.  I missed all the festivities and seeing the new year in, only to wake up the next morning to find there was two feet of snow on the ground! We all love Christmas, though and I like to take my children William and Amy to see the lights and take them to Santa's grotto. But when you're in football you accept that Christmas is not the same for you as for others. In fact, until somebody mentioned it to me the other day, I never realised that it's become the norm for me and others in football not to have a Christmas holiday. One of the nice things when I do retire will be not having to worry about the phone ringing over Christmas. You're always on tenterhooks on Christmas Day that somebody is injured or has had an accident playing with their kids. But I would like to take this opportunity to wish everybody a Happy Christmas and a prosperous new year.",2
133,"Harbhajan action given all-clear  Indian spinner Harbhajan Singh's bowling action has been cleared under new regulations introduced by the International Cricket Council.  A bowler's action is now deemed legal providing his arm straightens by no more than 15 degrees. An ICC statement said Harbhajan's orthodox off-break and doosra now fell ""within the tolerance threshold"". He was reported to the ICC by match referee Chris Broad after a Test in Bangladesh last December. As a result, he underwent tests supervised by biomechanics expert Bruce Elliott of the University of Western Australia last month, who reported back to a panel of experts set up by the Indian board. They passed his findings on to the ICC, who will now circulated them to all members of the elite panel of umpires and match referees. Harbhajan, whose action first came under scrutiny in 1998, has taken 189 Test wickets and claimed 117 victims in one-day internationals. Elliott said he was confident he had bowled with a similar intensity to that of Test matches during the camera test. ""We can make a comparison to the video from the match when he was reported - things such as ball speed, arm rotation, position of the body and technique,"" he explained. ""We had two arbiters in Daryl Foster and Harbhajan himself to give a ranking to each delivery so that we were confident they were quality deliveries.""",3
454,"Ronaldinho denies Blues interest  Fifa World Player of the Year Ronaldinho says he has no intention of leaving Barcelona to join Chelsea.  ""I never said I wanted to play for Chelsea. I'm very happy where I am and want to carry on where I am,"" he said. ""I want to be part of the history of Barcelona as a winning player. Barcelona has given more to me than I have to them."" The Brazilian added: ""From the first day I have had lovely surprises. Barcelona, for me, is perfect."" Ronaldinho's words will reassure Barca after the Brazilian previously said he was interested in moving to England. He was quoted as saying: ""What Chelsea are doing is absolutely amazing. I respect them a lot and can see maybe see myself living in London one day.""  Barca meet Chelsea in the last 16 of the Champions League and Ronaldinho is expecting a tough time against the London outfit. ""I hope we can reach the final of the Champions League, but it is a very strong competition,"" he said. ""Chelsea are one of the highest-ranking teams.""",2
150,"England stutter to Zimbabwe win  First one-day international, Harare: England 196-5 (47.4 overs) beat Zimbabwe 195 all out (49.3 overs) by five wickets  After choosing to bowl, they dismissed the home side for 195, Darren Gough with 3-34, Elton Chigumbura making 52. The 18-year-old shared a stand of 82 in 13.3 overs with Dion Ebrahim (45). Michael Vaughan made an attractive 56 and debutant Ian Bell 77 but late wickets created tension before victory was sealed with 14 balls left.  Vaughan chose to open his attack with Gough and James Anderson, but both found it difficult to attain a good line in the early stages. Anderson conceded three wides in the eighth over and both openers had recorded boundaries when, in the ninth over, a slower ball from Gough accounted for Stuart Matsikenyeri with the score on 36. Two overs later Alex Wharf picked up a fortuitous wicket with his fifth delivery when Brendan Taylor dragged a wide one onto the timbers.  A far more dangerous delivery accounted for Vusi Sibanda, who was unable to keep out a rising ball. The hosts had a brief period of consolidation only to ruin it with a run-out as Mark Vermeulen was left short of his ground by a direct throw from Andrew Strauss. When Tatenda Taibu became the third batsmen to drag on, something special was required, and briefly it came from Chigumbura. The lissome right-hander launched a series of clean, straight-bladed shots, hammering six fours and a magnificent straight six off Wharf in his 56-minute innings. Ebrahim was beaten in the flight by Ashley Giles, then in the next over Chigumbura went for one lofted drive too many and was caught deep in the covers.  A crowd of around 3,000 had been delighted with his efforts, but when he departed at 172-7 there was little else from the tail, Gough wrapping up the innings with a yorker in the final over. England's reply began smoothly until Vikram Solanki mis-timed a drive that looped to mid-off for seven. Vaughan gradually unveiled some trademark strokes of classic nature in a 75-ball innings featuring five fours and a six. He departed in the 30th over with 64 still needed, caught at deep midwicket by Chigumbura, who in the same position had spilled a chance offered by Bell four overs earlier. Andrew Strauss was soon back in the pavilion, offering a simple return catch to Matsikenyeri to leave England 146-3.  Having seemed set to guide his team home, Bell's composed innings ended 26 runs short of the victory target when he edged his 115th delivery to Taibu. Paul Collingwood needlessly pressed for a second run and fell to sharp throw from Utseya at leg gully, then next ball Geraint Jones almost joined him after hesitation with Kevin Pietersen. The debutant was content to edge England home in conservative fashion, but won it with his only boundary straight down the ground, as the tourists finally secured their ninth successive win over Zimbabwe.",3
527,"Woodward eyes Brennan for Lions  Toulouse's former Irish international Trevor Brennan could be one of Clive Woodward's many surprises when the 44-man Lions tour squad is announced.  Brennan, who last played for Ireland against Samoa in 2001, is held in high esteem by the former England coach. ""If you speak to the players there's a huge amount of respect for the guy,"" Woodward told the Sunday Independent. ""Players tend to know better than most coaches. It's not just the Irish, but Welsh and English players as well."" The 31-year-old former Dublin milkman moved from Leinster to Toulouse in 2003 and immediately picked up a Heineken Cup winner's medal in an all-French final against Perpignan at Lansdowne Road.  Brennan is highly-rated at Stade Toulousain, where he is used anywhere in the back five. Woodward is ensuring his preparations for the trip to New Zealand in June are as thorough as possible. ""I've spoken to quite a few players, and they probably don't know what they're actually saying when we're having these conversations,"" he told the newspaper. ""But you talk about certain players and they'll say if they think they're up to scratch or that they don't want them in their team. ""I haven't heard a bad word said against Trevor, which, considering he has a pretty tough guy reputation, is, to me, impressive.""",0
77,"Butler strikes gold in Spain  Britain's Kathy Butler continued her impressive year with victory in Sunday's 25th Cross Internacional de Venta de Banos in Spain.  The Scot, who led GB to World Cross Country bronze earlier this year, moved away from the field with Ines Monteiro halfway into the 6.6km race. She then shrugged off her Portuguese rival to win in 20 minutes 38 seconds. Meanwhile, Briton Karl Keska battled bravely to finish seventh in the men's 10.6km race in a time of 31:41. Kenenisa Bekele of Ethiopia - the reigning world long and short course champion - was never troubled by any of the opposition, winning leisurely in 30.26. Butler said of her success: ""I felt great throughout the race and hope this is a good beginning for a marvellous 2005 season for me."" Elsewhere, Abebe Dinkessa of Ethiopia won the Brussels IAAF cross-country race on Sunday, completing the 10,500m course in 33.22. Gelete Burka then crowned a great day for Ethiopia by claiming victory in the women's race.",4
611,"Paris promise raises Welsh hopes  Has there been a better Six Nations match than Saturday's epic in Paris?  And can the Welsh revival continue all the way to a first Grand Slam since 1978? Those are the two questions occupying not just Wales supporters but rugby fans as a whole after a scintillating display in Paris. Welsh legend Mervyn Davies, a member of two of three Grand Slam-winning sides of the 1970s, hailed it as ""one of the great performances of the past three decades"". Martyn Williams, Wales' two-try scorer on the day, called it ""one of the most surreal games I have ever played in"". A crestfallen France coach, Bernard Laporte, simply observed: ""There was a French half and there was a Welsh half"". And what a half it was for the Red Dragonhood, transforming a 15-6 half-time deficit into an 18-15 lead within five mesmerising minutes of the second period. But while that passage of play showed the swelling self-belief of a side prepared to back its own spirit of adventure, the final quarter told us a whole lot more about this Welsh side. That they recovered from a battering in the first half-hour to first stem the tide before half-time, then reverse it on the resumption, was remarkable enough. But in resisting a seemingly unstoppable wave of French pressure in a nail-biting final five minutes, Wales showed not only their physical attributes but their mental resolve.  In international rugby, any of the top seven sides can beat each other on a given day, but the great sides are those that win the close contests on a consistent basis. England suffered some infamous Six Nations disappointments en route to World Cup glory, the pain of defeat forging bonds that ultimately led to victory when it really mattered. Wales have some way to go before they can be remotely considered in a similar light. But the signs are that players previously on the receiving end are learning how to emerge on the right side of the scoreline. Ten of the 22 on duty on Saturday were also involved when Wales were trounced 33-5 in Paris two years ago. But since they threw off the shackles against New Zealand in the 2003 World Cup, Wales have rediscovered much of what made them a great rugby nation in the first place.  ""The confidence in the squad has been building and building since the World Cup and we now have young players who are becoming world class,"" noted coach Mike Ruddock. The likes of Michael Owen, Gethin Jenkins, Dwayne Peel and Gavin Henson are certainly building strong cases for inclusion on this summer's Lions tour to New Zealand. And players like Stephen Jones, Martyn Williams, Shane Williams and Gareth Thomas are proving it is not only the youngsters that are on an upward curve. Jones, after his superb man-of-the-match display, observed that ""we are a very happy camp now"". Ruddock and Thomas can take much of the credit for that, ensuring the tribal and regional divisions that have often scarred Welsh rugby do not extend to the national squad. The  joie de vivre  so evident in that magical second-half spell in Paris also stems from a style of play that first wooed supporters the world over in the 1970s.  If England had half the innate attacking exuberance Wales have produced in this championship, they would not be contemplating the debris of three consecutive defeats. Similarly, Wales have learnt that style alone does not win matches, and that forward power, mental toughness and good decision-making under pressure are equally important. So on to Murrayfield, where Wales have not won on their last three visits. While the hype in the Principality will go into overdrive, the players will set about the task of beating Scotland. Only then - with the visit of Ireland to finish - can they start thinking about emulating the hallowed players of the 1970s, and writing their own names into Welsh legend.",0
